,Unnamed: 0,Unnamed: 0.1,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
620,620,620,355043920339664896,"Pas au Quebec, comment faire pour faire un don pour #LacMegantic???",Outsiders,['Volunteer'],Related - but not informative
621,621,621,355057501483450369,RT @MarieMaiReal: Pour ceux qui se demandent: Je prendrai part à un (ou plusieurs) show bénéfice pour #LacMegantic infos à venir. ❤,Outsiders,['Volunteer'],Related - but not informative
622,622,622,355075532817313792,"Incroyable élan de générosité MT @CroixRouge_Qc: C'est l'heure du décompte : 2,5 millions $ amassés pour les sinistrés de #LacMegantic",NGOs,['Volunteer'],Related - but not informative
623,623,623,355083250324086785,RT @damorin24: “@LEchodeLaval: «La Ville de Laval offre 40 000 $ pour soutenir la communauté de Lac-Mégantic»”Bravo Laval!,Outsiders,['Volunteer'],Related and informative
624,624,624,355116800557580289,RT @PierreLandry: Une excellente initiative de dons de livres pour la bibliothèque de Lac-Mégantic. Passez le mot! http://t.co/EBG04teZkq,Outsiders,['Volunteer'],Related - but not informative
625,625,625,355303480631627776,"À Circuit Makonnen ce matin : la mobilisation des artistes pour Lac Mégantic, des nouvelles de Rufus Wainwright,... http://t.co/QUUUwwlZz8",Outsiders,['Volunteer'],Related - but not informative
626,626,626,355348091257360384,RT @joeyalfieri: The Alouettes will be collecting donations for the people affected by the Lac Mégantic explosion on Friday night. Great in…,NGOs,['Volunteer'],Related and informative
627,627,627,355380228002037763,"RT @CTVNews: UPDATE: Quebec premier tours Lac-Megantic, promises to help community rebuild http://t.co/54lqHzeGOY",Media,['Volunteer'],Related and informative
628,628,628,355523614503735299,Soyons solidaires....pour les gens du lac-megantic. Donnez à la croix-rouge.  http://t.co/Zgwq2igq00,Media,['Volunteer'],Related - but not informative
629,629,629,355699745903218689,TC Transcontinental se joint à l'élan de solidarité envers la communauté de Lac-Mégantic http://t.co/ejWPClFI8B,Business,['Volunteer'],Related and informative
630,630,630,355762085839376384,"The Canadian Auto Workers union has donated $25,000 to the Canadian Red Cross to help support efforts in the Lac-Mégantic train derailment.",NGOs,['Volunteer'],Related and informative
631,631,631,355776505852342273,"C'est parti: tous les magasins demandent aux caisses des dons pour #LacMegantic ...pourtant, Pauline adébloqué 60M$ #creditdimpots #Assnat",Business,['Volunteer'],Related and informative
632,632,632,355831077937496065,RT @PureologyCanada: Faites don des déchets de cheveux de votre salon pour absorber le pétrole déversé au #LacMegantic Envoyez un DM @GCSal…,NGOs,['Volunteer'],Related and informative
633,633,633,356060510560583680,RT @vhivon: En route vers #LacMégantic pour faire le point avec les resp. serv.sociaux et assurer la popul. que notre présence s'inscrira d…,Government,['Volunteer'],Related - but not informative
634,634,634,356087895175610369,#Sports stars to donate items for Lac-Megantic benefit: The power of sports and music celebrity is being added to... http://t.co/DBL5FTdYeQ,Media,['Volunteer'],Related and informative
635,635,635,356174545306128384,RT @yfblanchet: #LacMégantic: merci aux offres de bénévolat pour nettoyage mais nous ne pouvons pas pour raisons de santé et sécurité http:…,Not applicable,['Volunteer'],Related - but not informative
636,636,636,356232544154427393,RT @redcrosscanada: Help those affected by explosions in #LacMégantic. Donations can be made online: http://t.co/0iBnwtOiPR,NGOs,['Volunteer'],Related and informative
637,637,637,356479756428001281,"RT @QUEBECMOMO: @Lpaq BJR. Merci spécial à Mme.Céline Dion &amp;son époux, ainsi qu'à Québecor pr don de $100,000 chac. pr gens de Lac-Mégantic…",NGOs,['Volunteer'],Related and informative
638,638,638,356847366206271489,"RT @FASNouvelles: Vous avez des livres à donner pour regarnir la bibliothèque de #LacMégantic? Passez à la FAÉCUM au 3200, rue Jean-Brillan…",Government,['Volunteer'],Related and informative
639,639,639,357177957049040896,RT @CSQ_Centrale: La CSQ a fait un don pour les victimes de #Mégantic et encourage ses membres à faire de même! http://t.co/e3ZNAWqOO3 #sol…,NGOs,['Volunteer'],Related and informative
640,640,640,357238858343137280,RT @ZacharyOfficiel: BENEFIT FOR THE VICTIMS OF THE LAC MÉGANTIC RAIL DISASTER. Je passe vers 20h30. Théatre National.  https://t.co/GxZjqk…,NGOs,['Volunteer'],Related and informative
641,641,641,357643935839428608,RT @MariePierHD: Hey mesdames! Y'a des pompiers qui amassent des fonds pour le #LacMegantic sur Ste-Catherine près d'la place des festivals…,NGOs,['Volunteer'],Related and informative
642,642,642,357990519550382080,La @CroixRouge_Qc recueillera vos dons à la fin de La Course pour #LacMegantic dimanche prochain. Soyez de nôtres! http://t.co/qjhntGPCEv,NGOs,['Volunteer'],Related - but not informative
643,643,643,358014859083923457,"RT @mtlgazette: Federal aid is coming to #LacMegantic but when, how much and how it will be spent is not clear http://t.co/n5wS9d94it",Media,['Volunteer'],Related and informative
644,644,644,358387179065589763,RT @CTVMontreal: Paul McCartney offers free show tickets to Lac-Megantic survivors http://t.co/9xhKG8LHkZ,Media,['Volunteer'],Related - but not informative
645,645,645,359413034529202176,#DernièreHeure #Ottawa versera une aide de 60 millions de dollars à la collectivité de Lac-Mégantic #cndpol,NGOs,['Volunteer'],Related and informative
646,646,646,359442377879986177,RT @fabienmajor: J'aimerais bien que BMO fasse la même chose pr entreprises de Lac Mégantic que pour l'Alberta http://t.co/zPR6mf0jbt,Media,['Volunteer'],Related - but not informative
647,647,647,359479182897594368,RT @jasonkeays: Christian Paradis annonce 60 millions pour #lacmegantic. C'est moins que les 75M$ pour célebrer 1812 #polqc #cdnpoli,Outsiders,['Volunteer'],Related and informative
648,648,648,359560300749524992,Federal government promises $60M to help rebuild #LacMégantic http://t.co/QzbDj09W4T,Government,['Volunteer'],Related and informative
649,649,649,359634946777817088,Ottawa pledges to 'be there' for Lac-Mégantic with $60-million aid plan - Globe and Mail http://t.co/pBo34oYaCF,Government,['Volunteer'],Related and informative
650,650,650,359690919739535360,"Lac-Megantic derailment:  Mass fatality plan, monetary help, hope http://t.co/EVvjZMjSc9 via @digitaljournal",Media,['Volunteer'],Related and informative
651,651,651,359696850506350592,RT @pmharper: .@christianparad announced $60 million to assist #LacMegantic in their disaster response and recovery efforts. http://t.co/zB…,NGOs,['Volunteer'],Related and informative
652,652,652,359701376156180481,RT @LP_LaPresse: Paul McCartney: un concert particulier pour les gens de Lac-Mégantic http://t.co/AKK9S234bA,Media,['Volunteer'],Related - but not informative
653,653,653,359835606475485184,RT @HeadlinesCanada: @PaulMcCartney  performs show tonight with special guests: Lac-Megantic survivors  http://t.co/1cxpkB5ncu #Quebec #Can…,Media,['Volunteer'],Related - but not informative
654,654,654,360009871418077185,RT @NRJCHICK: Si le fameux 2 millions de au 6/49 demeure non réclamé mettons que de le remettre aux gens de Lac Mégantic = bon move pour @L…,Outsiders,['Volunteer'],Related and informative
655,655,655,360017584738938881,RT @Canadiensblog: #entertainment McCartney performs on the Plains - Paul McCartney paid tribute to victims of the Lac-Megantic trage... ht…,Media,['Volunteer'],Related - but not informative
656,656,656,360234342171164676,"La Croix-Rouge a amassé 7,2 millions pour Lac-Mégantic http://t.co/dsgiWpTKii",NGOs,['Volunteer'],Related and informative
657,657,657,360238846870437888,RT @chuckcomeau: Happy that the @simpleplanfdn donated $10k to support the city of #LacMegantic. Please join us in the relief effort http:/…,NGOs,['Volunteer'],Related and informative
658,658,658,360239123673518080,RT @chuckcomeau: Heureux que la @simpleplanfdn ait fait un don de 10K$ en appui à la Ville de #LacMegantic. Joignez-vous à nous! http://t.c…,NGOs,['Volunteer'],Related - but not informative
659,659,659,360247432610725888,RT @chuckcomeau: Happy that the @simpleplanfdn donated $10k to support the city of #LacMegantic. Please join us in the relief effort http:/…,NGOs,['Volunteer'],Related and informative
660,660,660,360383705535094784,RT @CroixRouge_Qc: RT @villedevicto: Le total de la collecte de fonds destinée à venir en aide à la population sinistrée de Lac-Mégantic ht…,NGOs,['Volunteer'],Related and informative
661,661,661,407168482313510912,RT @rtenews: Rescue workers search for survivors in New York train derailment http://t.co/eOo7DBQdvM http://t.co/Q3K1GHYptP,Media,['Volunteer'],Related and informative
662,662,662,407185104335695872,RT @tracysolomon: People seeking information about family members involved in Bronx train derailment should contact Metro North at (718) 81…,Outsiders,['Volunteer'],Related and informative
663,663,663,407593549841309697,cbsnewyork: Man Hailed As Hero For Helping Passengers In Metro-North Derailment http://t.co/m1go6jtnbM #nyc,Media,['Volunteer'],Related and informative
664,664,664,408075559277568000,"RT @PJMedia_com: After New York train derailment, former Pennsylvania Gov. Ed Rendell wants more money for government. http://t.co/39UEqxUl…",Media,['Volunteer'],Related and informative
665,665,665,302724449067757569,Russian Urals region begins recovery from meteor fall: A small army of workers is laboring to replace the estima... http://t.co/PErVYbjZ,Media,['Volunteer'],Related and informative
666,666,666,402563006481317888,@annapaolaconcia OLBIA-DINTORNI:chi ha mezzi pesanti(terne e simili) è invitato a mettersi a disposizione. http://t.co/QurwmtKbve #Sardegna,Outsiders,['Volunteer'],Related and informative
667,667,667,402577225159286784,"RT @milecea: #Sardegna Metto a disposizione il mio b&amp;b. Senza problemi contattatemi, il mio num e' 3939800313  (Jobee Azara) #allertameteo…",Outsiders,['Volunteer'],Related and informative
668,668,668,402577803985817600,"RT @danielecina: #Olbia il 115 non funziona. Numeri alternativi per emeregenze: 0789/69502, 0789/52020 e 366/6617681 #sardegna",Outsiders,['Volunteer'],Related and informative
669,669,669,402581247501033472,"RT @fderiu: Numeri telefono per emergenze comune #Uras 348/7074692, 347/1240911 http://t.co/Pfo4HGcttN  #allertameteoSAR #SARDEGNA",Outsiders,['Volunteer'],Related and informative
670,670,670,402586989515771904,"RT @brother_jude: #allertameteoSAR #Sardegna #Olbia Metto a disposizione il mio b&amp;b. Senza problemi contattatemi, il mio numero e' 3939800…",Outsiders,['Volunteer'],Related and informative
671,671,671,402587278914383872,RT @AmbrogioCrespi: @milecea: #Sardegna #allertameteoSAR Massimo Dessena: A tempio offro la mia casa con 5/7 posti letto a chiunque abbia …,Eyewitness,['Volunteer'],Related and informative
672,672,672,402587421541670912,RT @IlMarronz: #Sardegna #allertameteoSAR Massimo Dessena: A tempio offro la mia casa con 5/7 posti letto a chiunque abbia bisogno. 393905…,Outsiders,['Volunteer'],Related and informative
673,673,673,402587517977104384,RT @AmbrogioCrespi: A Olbia l'Hilton il Jazz hotel e il President aprono le  porte agli sfollati  #allertameteoSAR #Sardegna #maltemposarde…,Outsiders,['Volunteer'],Related and informative
674,674,674,402589329941598208,"RT @milecea: #Sardegna Metto a disposizione il mio b&amp;b. Senza problemi contattatemi, il mio num e' 3939800313  (Jobee Azara) #allertameteo…",Outsiders,['Volunteer'],Related and informative
675,675,675,402589774525251584,"RT @Giusy_Manzella: EMERGENZA, dove DORMIRE. NUMERI #allertameteoSAR #Sardegna http://t.co/szOfGoROuZ",Outsiders,['Volunteer'],Related and informative
676,676,676,402592240784400384,"RT @fangbianmen: #sardegna  , se si possiede un gommone, contattare 3346837575 #allertameteoSAR . #olbia",Outsiders,['Volunteer'],Related and informative
677,677,677,402593905935671296,"@danielecina: B&amp;B, 10 posti letto offerti gratuitamente in via D'Annunzio 92. Tel. 331.2095889 #Olbia #Sardegna #allertameteoSAR",Outsiders,['Volunteer'],Related and informative
678,678,678,402594170168438784,"RT @fangbianmen: @la_stampa #sardegna tutti eroi #allertameteoSAR , se si possiede un gommone, contatti 3346837575 #allertameteoSAR . #Olbia",Media,['Volunteer'],Related and informative
679,679,679,402594665075310592,RT @milecea: #Sardegna #allertameteoSAR Massimo Dessena: A tempio offro la mia casa con 5/7 posti letto a chiunque abbia bisogno. 39390518…,Outsiders,['Volunteer'],Related and informative
