Tweet ID,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
9565,396943926763847680,LAX suspect faces charge of murder of federal official http://t.co/WqGpQR2AkG,Media,Affected individuals,Related and informative
9566,396946984403083264,"Prosecutors say LAX shooting suspect turned back to kill TSA officer: According to federal prosecutors, 23-yea... http://t.co/Yhg0pjBdrI",Media,Affected individuals,Related and informative
9567,396959017873854465,LAX SHOOTING: Feds say suspect went back to kill TSA officer http://t.co/4kz4ueItep,Media,Affected individuals,Related and informative
9568,396959294697902080,Los Angeles airport shooting suspect charged with murder http://t.co/CccmSnkQxm via @ndtv,Media,Affected individuals,Related and informative
9570,396978819179233280,"FBI: Suspect shot LAX TSA officer before returning, shooting again - USA TODAY http://t.co/Lh4MVd3ziR (Latest) #Army #Navy #pjnet",Media,Affected individuals,Related and informative
9573,397014957327278081,Paul Anthony Ciancia Identified As LAX Shooting Suspect http://t.co/isq948IS3W #ENDTHENRA,Media,Affected individuals,Related and informative
9574,397040437728247808,@BasedBieberLife Suspect in LAX shooting spree targeted TSA:   @deadmau5,Outsiders,Affected individuals,Related and informative
9576,397047379263643648,"#news Prosecutor: LAX suspect shot TSA officer, left, returned to shoot him again - CNN: ABC NewsProsecutor: L... http://t.co/x3onPySPH1",Media,Affected individuals,Related and informative
9581,397067109307396096,LAX Shooter Charged With Murder! Could Face The Death Penalty!: They’ve got their guy! Officials determined th... http://t.co/1xv5XMfR71,Media,Affected individuals,Related and informative
9584,397077649568190464,LAX shooting suspect says he acted alone http://t.co/Iv5tGEaGqV http://t.co/m3fniNDXct,Media,Affected individuals,Related and informative
9585,397081940349976576,http://t.co/iZGEmJ4w9O Suspect tells police he acted alone in LAX shooting http://t.co/Sg9MM4ZUzv,Media,Affected individuals,Related and informative
9586,397088340836491264,LAX Shooting Suspect Says He Acted Alone http://t.co/ejAtSUxIfx,Media,Affected individuals,Related and informative
9588,397095349547831296,Latest news: Airport Shooting Suspect Remains Hospitalized - Wall Street Journal http://t.co/W0uSsJOZDe,Media,Affected individuals,Related and informative
9590,397105709487104000,Airport Shooting Suspect Still Hospitalized: The 23-year-old suspect in Friday's shooting at Los Ang... http://t.co/uZHiCa2Tru @dizining,Media,Affected individuals,Related and informative
9595,397134608204320768,RT @speechboy71: LAX shooter had a hand-written note saying he wanted to “instill fear into the traitorous minds of TSA agents. How is tha…,Outsiders,Affected individuals,Related and informative
9605,397216443269672961,RT @News12NJ: The #Pennsville native charged in the fatal shooting at #LAX told investigators that he acted alone. http://t.co/vfZ4cw0Bgc,Media,Affected individuals,Related and informative
9612,397273594884927488,Police: LAX shooting suspect said he acted alone http://t.co/ghTGycEnXA,Government,Affected individuals,Related and informative
9616,397329072922963968,"Good morning. We are talking #Obamacare, #LAXShooting and #Bears. Taking your calls at (312) 591-8900. @wlsam890",Media,Affected individuals,Related - but not informative
9618,397362417648140288,Dramatic Details Emerge Of LAX Rampage Targeting TSA Agents. #tsa #lax http://t.co/gGOndme5MA,Media,Affected individuals,Related and informative
9620,397370080641552387,"LAX shooter remains heavily sedated, under guard - http://t.co/RtQsJN3Tpt http://t.co/Kk3yv9qKMO",Media,Affected individuals,Related and informative
9622,397375877161689088,Police: LAX Shooting Suspect Returned to Victim and Shot Him Again - KABC http://t.co/a7PENQyv5M (Latest) #California,Media,Affected individuals,Related and informative
9627,397384701968908288,Feds: LAX suspect returned to shoot TSA officer - WBIR-TV http://t.co/unUu6ZVYP7 (Latest) #Chicago #Florida,Government,Affected individuals,Related and informative
9629,397395510727675904,"RT @CBSNews: .@johnmillercbs breaks down the LAX shootings, as they happened, with revealing new detail for @CBSThisMorning - http://t.co/0…",Media,Affected individuals,Related and informative
9630,397400355115241473,Police Went to LAX Shooting Suspect's Home Minutes After He Left on Day of Rampage - http://t.co/nJZfHnTap4,Media,Affected individuals,Related and informative
9635,397418315129188352,"LAX suspect remains heavily sedate, under guard - USA TODAY: U.S. News &amp; World ReportLAX suspect remains heavi... http://t.co/HITF78w8P0",Media,Affected individuals,Related and informative
9637,397430273094471680,Wounded LAX shooting suspect gave police crucial information - W*USA 9 http://t.co/zd757LbhDV (Latest) #obama #p2,Media,Affected individuals,Related and informative
9638,397431221006761984,"LAX suspect remains heavily sedated, under guard http://t.co/s8EhFSX7C0",Media,Affected individuals,Related and informative
9642,397456051303219200,LAX suspect's family 'shocked and numbed' by shooting: The family of the accused gunman in last week'... http://t.co/WocFxLwSoa #WhatsUp,Eyewitness,Affected individuals,Related and informative
9645,397459075396431872,LAX shooting: New details on Paul Ciancia come to light: Police confirm the LAX shooting suspect lived in Sun ... http://t.co/awxon7H822,Media,Affected individuals,Related and informative
9648,397465975022698496,Family of LAX shooting suspect 'shocked and numbed' by rampage http://t.co/hxXt9fGVj5,Media,Affected individuals,Related and informative
9652,397477823939502080,"LAX suspect remains heavily sedated, under guard http://t.co/DOdWl2Wif3 #fox5",Media,Affected individuals,Related and informative
9653,397479182873423872,TSA Agent Killed at LAX Shooting; Suspect in Custody http://t.co/kyyFqBAyBv via http://t.co/hdZI6v6ii9 #uspolitics,Media,Affected individuals,Related and informative
9654,397482366345547777,New post: LAX shooting suspect reportedly told police he acted alone - Fox News http://t.co/5rSOF1Kqdw,Media,Affected individuals,Related and informative
9656,397503660847943681,Suspect in LAX shooting apparently had suicidal thoughts before attack -  The man suspected of killing a... http://t.co/DsecrhoyAz,Media,Affected individuals,Related and informative
9665,397552495104237569,"#obama After Los Angeles Airport Shooting, No Easy Answers on Security Strategies - New York Times:... http://t.co/rs59vD3IQg #news #usa",Government,Affected individuals,Related - but not informative
9669,397575052087947264,Shots fired at #GardenStatePlaza in NJ. Suspected shooter on campus at #CCSU this morning. And Friday's tragedy at #LAX. #GunContol please!,Outsiders,Affected individuals,Related and informative
9670,397588683588513792,Suspect in LAX shooting apparently had suicidal thoughts before attack -  The man suspected of killing a... http://t.co/xxIbmJIQ1K,Media,Affected individuals,Related and informative
9680,397794493870534656,RT @BruceBartlett: Report--LAX shooter is a right-wing conspiracy kook. No surprise. http://t.co/cH5r8qadSc,Outsiders,Affected individuals,Related and informative
9682,397863527945207808,Did they know the lax shooter who knew james comey who saw ferris pass out at 31 brothers &amp; a half brother last night ben obenshein mark ?,Outsiders,Affected individuals,Related and informative
9684,397884927280033792,Alleged LAX shooter's letter mentions new world order: Century-old conspiracy theory was referenced in Paul ... http://t.co/IBtfJzKdlA,Media,Affected individuals,Related and informative
9695,398184396391333889,TSA Officer Shot and Killed at LAX Airport http://t.co/W7R0IBSFSl,Media,Affected individuals,Related and informative
9713,398511543714738176,"RT @take_back_usa: “@LaydiHD: LAX Shooter Was Registered Democrat , Not Tea Partier” - how do these Democrats keep getting guns?? #teaparty…",Outsiders,Affected individuals,Related and informative
9747,400397382468505600,LAX shooting suspect upgraded to fair condition http://t.co/AUUa6nTIm1,Media,Affected individuals,Related and informative
9772,353505764184301568,RT @FabiCastonguay: Pour tous ceux qui cherchent quelqu'un à #Lac-Mégantic https://t.co/YIr4SN8q3M,Outsiders,Affected individuals,Related and informative
9793,353524676301037571,[Breaking] Several people reported missing after Quebec train derailment - @AP http://t.co/y7KBZR3LKW,Media,Affected individuals,Related and informative
9795,353526526022660097,"RT @AP: Homes in flames, several missing, hundreds evacuated after train carrying crude oil derails in Quebec town: http://t.co/AgGJEjMlXz …",Media,Affected individuals,Related and informative
9804,353543621968011264,"@CensoredNewsNow ‘&gt; Dreadful’: Several missing as Canada oil train explosion for... (PHOTOS, VIDEO) — RT News http://t.co/nPaWoTGlfM #nwo",Media,Affected individuals,Related and informative
9809,353548755796099074,RT @sureteduquebec: Pour signaler qu'une personne manque à l'appel à la suite de la #déflagration à #LacMégantic : 1-819-583-2441.,Government,Affected individuals,Related - but not informative
9812,353549796000272384,"People missing after rail tanker cars explode in Canadian town: LAC-MEGANTIC, Quebec (Reuters) - Several peopl... http://t.co/uhATXmkepl",Media,Affected individuals,Related and informative
9816,353554317459996673,RT @RT_com: ‘It's dreadful’: Several missing as #Canada oil train explosion forces town evacuation (VIDEO) http://t.co/9RpmtY1j6Q #LacMegan…,Media,Affected individuals,Related and informative
9843,353578149478539264,"RT @YourAnonNews: Canada: Oil train explodes, 60 people missing, 30 buildings destroyed [VIDEO] ─► https://t.co/HUTiIcvsOK",Media,Affected individuals,Related and informative
9846,353580531864178688,"DTN World News: Train explodes in Lac-Mégantic, Quebec forcing residents to flee - Toronto Star: CTV NewsTrain... http://t.co/Dsxb7G0DP2",Media,Affected individuals,Related and informative
9848,353582524166979584,"RT @YourAnonNews: Canada: Oil train explodes, 60 people missing, 30 buildings destroyed [VIDEO] ─► https://t.co/HUTiIcvsOK",Media,Affected individuals,Related and informative
9851,353584042513412097,RT @FoxNews: UPDATE: Several missing after train carrying crude oil derails in Quebec http://t.co/W78XlpBYYY,Media,Affected individuals,Related and informative
9853,353585443394158592,RT @BrigitteMarcoux: : #LacMegantic Signalement personne manquante: 819 832-4953 # 6005. Pour info: 819 583-2441ou info@ville.lac_mégantic.…,Media,Affected individuals,Related and informative
9857,353597439120375809,"RT @eug: RT @WSJ: Blast hits Quebec town as train carrying oil derails. Dozens of buildings destroyed, many residents missing. http://t.co/…",Media,Affected individuals,Related and informative
9859,353599670460747776,One confirmed death from train derailment in Lac Megantic.,Outsiders,Affected individuals,Related and informative
9861,353601004278788096,"Selon nos informations, 8 wagons sur 73 sont récupérés. Hydro-Québec attend aux abords du périmètre. #LacMegantic #RCES",Outsiders,Affected individuals,Related and informative
9864,353603382423982080,"RT @CBCMontreal: Quebec police confirm 1 person is dead after #LacMegantic explosion, up to 100 people could still be missing",Media,Affected individuals,Related and informative
9865,353604766544297984,RT @BreakingNews: Several people reported missing after Quebec train derailment - @AP; for more: http://t.co/FJJEHL9bfy,Media,Affected individuals,Related and informative
9866,353605034983960576,Explosions à Lac-Mégantic · Un décès confirmé http://t.co/t1PvKRF9ZE,Media,Affected individuals,Related - but not informative
9868,353607086015397888,RT @AP: BREAKING: Officials: 1 person declared dead after oil train derailment in Quebec -RJJ,Media,Affected individuals,Related and informative
9871,353608994394341376,"RT @AP: MORE: 1 person dies after train carrying crude oil derails, triggering several blasts in eastern Quebec: http://t.co/amuX0KR5Tk -RJJ",Media,Affected individuals,Related and informative
9872,353611246756560898,"RT @YourAnonNews: BREAKING: 1 dead in 73 car oil tanker train derailment &amp; explosion in Quebec; 1000 evacuated, much of town destroyed http…",Media,Affected individuals,Related and informative
9876,353616737092116480,Why we need Keystone XL RT @RT_com 60 reported missing as runaway #Canada oil train explosion forces town evacuation http://t.co/BcM4schX82,Media,Affected individuals,Related and informative
